component,bagofwords
com.amaze.filemanager.adapters.RecyclerAdapter,public Recycler Adapter Preference Activity preference Main Fragment Utilities Provider utils Shared Preferences shared Prefs View recycler Array List Layout Element Parcelable items Context context Stable true this main Inflater System Service LAYOUT INFLATER SERVICE accent Color Accent icon Skin Current Back Utils color goback video audio code archive generic Height Resources Dimension dimen minimal height grey Items false called toggle selection adapter param position image check link Circle Gradient Drawable that animated void Checked Image Digested UNCHECKABLE throw Illegal Argument Exception have checked header stopped Animation CHECKED load null start else Action Mode Support Callback notify Changed invalidate size finish boolean String path equals Boolean PREFERENCE SHOW GOBACK BUTTON when would want selected elem return Integer Index Override Detached From Window Holder holder instanceof clear Title Selected super Attached marquee After Delay Failed Adds list unless dynamically loading after finished must create Headers LIST EMPTY LAST ITEM Inserted Count array Icon Data uris headers next Directory TYPE HEADER FOLDERS continue title FILES long Type special Create Group parent view switch case inflate layout grid type Special rowlayout VIEW GENERIC find PICTURE picture griditem THUMB thumb close Addition total margin Minimum Empty default Bind final vholder Correct Position filetype Icons VIDEO IMAGE CIRCULAR IMAGES FROMFILE 
com.amaze.filemanager.adapters.CompressedExplorerAdapter,public Compressed Explorer Adapter Context Utilities Provider utils List Object Parcelable items Fragment compressed Decompressor decompressor Stable true this Checked boolean size context null return folder Resources Drawable drawable grid Inflater Layout System Service Activity LAYOUT INFLATER SERVICE void toggle check notify Item Changed Array Integer Positions checked length generate array offset stopped Animation false Data Override long position View Type Header TYPE HEADER ITEM Holder Create Group parent view inflate layout rowlayout find picture icon Visibility INVISIBLE else Image Button about properties throw Illegal State Exception Bind final holder Count Detached From Window super Attached clear Title Selected Utils marquee After Delay Failed Recycle 
com.amaze.filemanager.adapters.holders.ItemViewHolder,public Item View Holder view super Title find firstline picture Icon icon second perm permis date Desc Line generic Text generictext image thumb about properties check Image Grid grid Layout frame 
com.amaze.filemanager.adapters.holders.HiddenViewHolder,public Hidden View Holder view super Title find text image delete button Desc bookmarkrow 
com.amaze.filemanager.adapters.holders.AppHolder,public Holder View view super Title find firstline Icon icon second Desc date about properties Visibility VISIBLE 
com.amaze.filemanager.adapters.holders.CompressedItemViewHolder,public Compressed Item View Holder view super Title find firstline picture Icon icon generic second perm permis date Desc Line check Image 
com.amaze.filemanager.adapters.holders.SpecialViewHolder,public Special View Holder Context view Utilities Provider utils type super this Title find switch case HEADER FILES Text string files break FOLDERS folders default throw Illegal State Exception Theme equals LIGHT Color Utils color light else dark 
com.amaze.filemanager.adapters.holders.EmptyViewHolder,public Empty View Holder view super 
com.amaze.filemanager.adapters.holders.DonationViewHolder,public Donation View Holder item super ROOT VIEW find adapter donation root TITLE title SUMMARY summary PRICE price 
com.amaze.filemanager.adapters.glide.RecyclerPreloadSizeProvider,public Recycler Preload Size Provider Callback callback Adds views that used image inside already inserted will ignored performance should link close Addition once done param unique number each loaded this object ciew void View Calls Closed true Nullable Override Icon Data Parcelable item adapter Position Item return Sizes Correct null 
com.amaze.filemanager.adapters.glide.RecyclerPreloadModelProvider,public Recycler Preload Model Provider Null Fragment fragment List Icon Data Parcelable uris Load request Glide with Drawable center Crop Override Items position icon null return Collections empty singleton Nullable Request Builder type IMAGE FROMFILE path else FROMCLOUD disk Cache Strategy Disk NONE image 
com.amaze.filemanager.adapters.glide.AppsAdapterPreloadModel,public Apps Adapter Preload Model Fragment request Glide with Drawable Center void Item List String items this Null Override Items position null return Collections empty else singleton Nullable Request Builder clone Image View into 
com.amaze.filemanager.adapters.glide.apkimage.ApkImageModelLoader,public Image Model Loader Package Manager package this Nullable Override Data Drawable build String width height Options options return Object Fetcher boolean handles substring length Lower Case equals 
com.amaze.filemanager.adapters.glide.apkimage.ApkImageDataFetcher,public Image Data Fetcher Package Manager package String model this Override void load Priority priority Callback super Drawable callback Info Archive application source Source Ready Icon cleanup cancel Null Class return class LOCAL 
com.amaze.filemanager.adapters.glide.apkimage.ApkImageModelLoaderFactory,public Image Model Loader Factory Package Manager package this Override String Drawable build Multi multi return void teardown 
com.amaze.filemanager.adapters.data.AppDataParcelable,public Data Parcelable String label path package Name data file Size long size last Modification this Override describe Contents return void write parcel Long create From Array 
com.amaze.filemanager.adapters.data.CompressedObjectParcelable,public Compressed Object Parcelable String path long date size boolean directory this type TYPE NORMAL name Name Path filetype Icons Type File icon Data IMAGE load Mime GOBACK instance true null Override describe Contents return void write Long create From Array 
com.amaze.filemanager.adapters.data.IconDataParcelable,public Icon Data Parcelable type Drawable IMAGE FROMFILE throw Illegal Argument Exception this image loading Image path null String Images boolean Broken return void Override describe Contents write parcel read create From Array size 
com.amaze.filemanager.adapters.data.LayoutElementParcelable,public Layout Element Parcelable boolean Back String goback show Thumbs this true File Name false Open Mode UNKNOWN path permissions symlink size long Size header date Directory open title filetype Icons Type Drawable fallback load Mime mode switch case SFTP DROPBOX GDRIVE ONEDRIVE IMAGE VIDEO icon Data FROMCLOUD else break default FROMFILE desc trim equals Long parse Modification Utils Date return void Hybrid generate Base base Symlink null length Override read class Class Loader describe Contents write create From Array 
com.amaze.filemanager.AmazeFileManagerModule,Override public void register Components Context context Glide glide Registry registry prepend String class Drawable Image Model Loader Factory Package Manager Bitmap Cloud Icon 
com.amaze.filemanager.activities.superclasses.BasicActivity,public Color Preference Helper return Config Utils Provider Theme Utilities 
com.amaze.filemanager.activities.superclasses.PermissionsActivity,Override public void Request Permissions Result request Code Null String permissions grant Results STORAGE PERMISSION Granted Callbacks null else Toast make Text this string grantfailed LENGTH SHORT show Storage INSTALL boolean check return Activity Compat Self Manifest WRITE EXTERNAL Package Manager GRANTED final Requires Build VERSION CODES Install Requests overrides param rationale POSITIVE button dialog action code link Material Layout provide additional user granted would benefit from context example been denied previously Dialog 
com.amaze.filemanager.activities.superclasses.PreferenceActivity,Override public void Create final Bundle saved Instance State super shared Prefs Preference Manager Default Shared Preferences this return boolean Root Explorer Boolean PREFERENCE ROOTMODE String default Value switch case SHOW PERMISSIONS GOBACK BUTTON HIDDENFILES BOOKMARKS ADDED COLORED NAVIGATION TEXTEDITOR NEWSTACK CHANGEPATHS false break SIZE DIVIDERS HEADERS CIRCULAR IMAGES COLORIZE ICONS THUMB SIDEBAR QUICKACCESSES NEED HOME FOLDERS VIEW LAST MODIFIED true throw Illegal Argument Exception Please 
com.amaze.filemanager.activities.superclasses.ThemedActivity,Override public void Create Bundle saved Instance State super color Picker Pref Prefs Preferences Constants PREFERENCE COLOR CONFIG Color Dialog DATA RANDOM INDEX Helper randomize this Theme User Current return Accent accent 
