"component","bagofwords","transformed_bagofwords"
"com.amaze.filemanager.fragments.CompressedExplorerFragment","Override public void Create Nullable Bundle saved Instance State super utils Provider Basic Activity Utils View Layout Inflater inflater Group container stop Anim list Child Count null clear Animation Created Save Parcelable Array List ELEMENTS elements String PATH relative Directory compressed File Path FILE CACHE FILES files Boolean OPEN Open boolean Action Mode mode Menu menu layout actionmode Custom contextual hide Option delete addshortcut share openwith show Title string select main update Views Color Drawable Context color holo dark Build VERSION Window window PREFERENCE COLORED NAVIGATION Navigation android black Appbar Toolbar Visibility GONE return true Prepare Integer positions Explorer Adapter Checked Item Positions Text find item count size folder deselect selectall false Clicked switch case should Deselect toggle invalidate selection finish Toast make extracting LENGTH SHORT dirs length path decompressor Destroy primary Preference Helper Primary Current Main current skin Status support Invalidate Options exists Delete Task this execute Resume floating Button Intent intent Extract Service class bind Connection Pause unbind Connected Component Name name Binder service Disconnected cache Prefs remove change Root Relative SEPARATOR else drawable white Back Parent ","folder window inflat color directori skin stop creat disconnect instanc switch main reselect visibl bundl abl bind build exist intent chang posit statu hide item navig cla add decompress hole action aim dark gone helper finish explor void parent unbind custom null separ adapt layout pref android appear black integ compon delet white rel remov contain share return invalid anim view menu click file basic count cach toggl resum support current check primari option tool prefer task size contextu list select element connect fals provid array binder execut root prepar float super button length updat compress context activ string shortcut child short overrid extract util version boolean titl path drawabl deer destroy els paus bar save thi true mode name toast servic parcel text public"
"com.amaze.filemanager.fragments.FtpServerFragment","Override public void Create Bundle saved Instance State super Options Menu true main Activity Main View Layout Inflater inflater Group container Created Retain Appbar Title string floating Action Button hide Bottom Visibility GONE support Invalidate skin color Current Color Preference primary First Second update Views Drawable current boolean Item Selected item menu server Receive Context context Intent intent Connectivity Manager System Service CONNECTIVITY SERVICE Network Info Active null Type TYPE WIFI ETHERNET Enabled Wifi Hotspot else stop Server status Text spanned Status Connection false Resources String start Upper Case Spans switch case ACTION STARTED Secure Connected break FAILEDTOSTART Running Toast make unknown error LENGTH LONG show STOPPED Resume Filter wifi register Receiver Pause unregister ","retain enabl error inflat updat action gone context length unregist faintheart activ view string wife menu color break overrid server skin creat receiv stop void instanc manag upper null potshot switch resum boolean span titl main unknown layout system support current filter primari visibl option bundl drawabl appear prefer type els paus save intent true thernet select connect statu fals hide resourc regist item network info start toast contain servic float super bottom text public invalid secur button run"
"com.amaze.filemanager.fragments.CloudSheetFragment","Override public void Create Nullable Bundle saved Instance State super setup Dialog dialog style root View Activity Layout Inflater inflate layout fragment sheet cloud null Main Theme equals DARK Background Color Utils Context color holo dark background else BLACK android black white find linear Dropbox dropbox Google Drive google drive Onedrive onedrive Cloud Provider Available Visibility VISIBLE GONE Click Listener this Content Determines whether provider installed static final boolean context Package Manager Info Contract PACKAGE NAME ACTIVITIES return true catch Name Found Exception false FRAGMENT Clicked switch case dismiss Search show Fragment Sftp Connect sftp args Boolean edit Arguments Connection Open Mode break DROPBOX GDRIVE ONEDRIVE Intent Plugin ACTION VIEW Data parse market details filemanager amazecloud start ","fragment inflat instal dark gone setup context action view activ break datum color listen linear argument overrid click avail edit static creat util sheet void search instanc style manag dialog file catch null switch equal drive boolean main layout except detail visibl pars android bundl abl els final market contract drop save thi dismi black intent true mode background determin found plug name amaz connect cloud theme provid fals rag white oogl info start root content super return packag box public hole"
"com.amaze.filemanager.fragments.AppsListFragment","Override public void Create Bundle saved Instance State super utils Provider Basic Activity Utils Options Menu false Created Retain true Main main Appbar Title string apps floating Action Button hide Bottom Visibility View GONE support Invalidate List Preference Manager Default Shared Preferences Sort Modes Divider null Theme equals DARK Window Decor Background Color Context color holo dark background else BLACK android black model Apps Adapter Preload Model Size String size Preloader preloader Glide with Constants PRELOAD APPSADAPTER adapter Themed layout rowlayout Scroll Listener Shown Empty Text applications Loader init LOADER LIST this index INDEX Save First Visible Position Child boolean unin Intent intent ACTION DELETE Data parse package start catch Exception Toast make LENGTH SHORT show print Stack Trace return Assigns sort modes value from defines name last modified ascending order Values descending Final link sortby varies Integer Pair args Finished data first Item second Resumed Animation Selection From Reset ","window trace color reset creat instanc divid catch equal main except visibl bundl pap loader intent background posit default hide item start reload bottom scroll hole action gone dark assign finish void manag ascend null shown adapt layout pars android empti appear final decor black integ rag delet vari share return descend invalid modifi retain anim view menu basic sort resum valu support print intu option prefer size list select theme fals provid glide float super button length pair defin context model activ string datum child constant short link listen overrid util boolean titl union els save row thi true mode name toast packag stack text index public applic"
"com.amaze.filemanager.fragments.SearchWorkerFragment","Override public void Attach Context context super Callbacks Helper Create Bundle saved Instance State Retain true String Path Arguments PATH Input INPUT Open Mode OPEN MODE boolean Root Boolean ROOT Regex Enabled REGEX Matches MATCHES Search Async Task Activity execute Detach null ","retain enabl match context helper activ string argument callback overrid reg creat void search instanc attach detach null boolean path bundl task save true mode sync root execut super input public"
"com.amaze.filemanager.fragments.TabFragment","Override public View Create Layout Inflater inflater Group container Bundle saved Instance State root layout tabfragment false Handler Context Manager Activity Support Fragment Build VERSION CODES LOLLIPOP indicator find else circle Drawable shared Prefs Preference Default Shared Preferences savepaths Boolean true Pager pager Arguments null String main Main support Invalidate Options Menu Change Listener this Sections Adapter Screen Slide Constants PREFERENCE CURRENT Utils DEFAULT current tabs Tabs size Drawer First Path Second edit ROOTMODE apply length Current Item update Indicator catch Exception print Stack Trace fragments clear POSITION notify Data Changed User Color user start primary return void Destroy super close updatepaths instanceof Appbar Bottom results Helper SEARCH TEXT open Mode folder count file select Correct Open FILE home Save commit Scrolled position float Offset Pixels selection color evaluator evaluate Views Selected animate translation Interpolator Decelerate Class Simple Name state Null lastpath Original Number Offscreen Limit Index ","folder correct inflat pager user trace color creat instanc catch tab main code except offset bundl notifi build chang posit default item start evalu cla bottom scroll indic helper void search manag null adapt layout pref appear result limit simpl contain share circl return invalid fragment anim view slide menu argument home edit lollipop origin file count commit translat support current primari appli print option prefer size select fals root float super pixel length updat context activ string datum constant listen overrid deceler util version boolean screen path drawabl destroy handler els save thi drawer true mode name close interpol section stack text index public"
"com.amaze.filemanager.fragments.ProcessViewerFragment","Override public View Create Layout Inflater inflater Group container Bundle saved Instance State root layout processparent false main Activity Main accent Color Accent Theme equals DARK BLACK Background Resource color card background Card find view Line Chart progress chart Progress Image image Cancel Button delete button Type Text text type File Name file name Bytes bytes Speed speed Timer timer drawable action cancel Utils Context foreground Elevation Copy Connection Custom Service this SERVICE COPY Extract EXTRACT Compress COMPRESS Encrypt ENCRYPT Decrypt DECRYPT return void Created Nullable super Retain true Appbar Title string viewer floating Action Menu hide Bottom Visibility GONE support Invalidate Options skin Current Preference primary First Second update Views Drawable current Resume Intent intent class bind Pause unbind Results final Datapoint Parcelable data Package service null String long total Size done boolean move Initialized setup Drawables Entry readable Float Spanned Html from Resources written font Formatter format Processed processing Files loose Seconds completed ","loos inflat color skin creat imag instanc line move equal span main copi speed visibl bundl abl bind font intent background hide cla bottom dark action gone compr setup void parent unbind custom null format layout accent appear final type card complet black result cancel initi delet contain return invalid retain timer view menu viewer file proce resum support current primari option prefer size formatt connect theme fals readabl elev chart root float super button updat context activ string datum overrid foreground extract util entri boolean titl progress drawabl paus written total save thi true name decrypt resourc servic encrypt process packag parcel text byte public"
"com.amaze.filemanager.fragments.DbViewerFragment","Override public View Create Layout Inflater inflater Nullable Group container Bundle saved Instance State database Viewer Activity Database root layout fragment viewer null find loading Text relative table Name Arguments String Title schema Cursor Lite Query PRAGMA info content SELECT FROM Task this execute return void Created super Theme equals DARK Background Color Utils Context color holo dark background else BLACK android black parse ffffff Detach close ","fragment inflat dark context databas view activ string color argument overrid schema creat util void instanc viewer detach null equal cursor titl layout pars android bundl abl task els affi tabl save thi black background name select theme lite pragmat queri close info rel root execut contain content load return super text public hole"
"com.amaze.filemanager.fragments.MainFragment","Override public void Create Bundle saved Instance State super Retain true data Utils Data utils Provider Main Activity shared Pref Preference Manager Default Shared Preferences Resources Arguments home String CURRENT PATH lastpath LIST List Grid Path accent Color Accent primary Current First Second stop Animation adapter stopped list View Child Count null clear Layout Inflater inflater Group container Created final Options Menu false init File Sort Modes this Hybrid Open UNKNOWN generate Appbar Bottom Click Listener Theme equals LIGHT Background Context color grid background light else Drawable Fixed Size columns Integer parse PREFERENCE GRID COLUMNS Linear Span Lookup divider Item Decoration Divider Boolean SHOW DIVIDERS Swipe Refresh Scheme Colors Animator animator Toolbar Container Tree Observer Global screen width Width dptopx Saved android Build VERSION CODES JELLY BEAN remove loadlist open position switch Type case Recycler Adapter TYPE HEADER FILES FOLDERS return default boolean reload Elements results index find Visible Position Parcelable Array ELEMENTS selection ordinal folder count file Checked Items Index Action mode menu action layout actionmode Custom Paging Enabled floating Button hide contextual addshortcut openwith Return Intent show openmulti Title string update Views holo dark Drawer Locked lock Tablet LOCK MODE LOCKED CLOSED following method called each time shown Always after multiple times invalidated Prepare positions Text item value size deselect selectall compress openparent desc Directory catch Exception print Stack Trace Clicked compute Scroll checked intent ACTION SEND MULTIPLE resulturis element base Base Flags FLAG GRANT READ PERMISSION Result Fragment RESULT Extra EXTRA STREAM finish about General Dialog Creation Properties With Permissions permissions Themed Root Explorer delete Files array Toast make limit LENGTH SHORT DROPBOX GDRIVE ONEDRIVE Cloud break Parent toggle rename main Helper extract copies Paste OPERATION COPY paste Compress TEXTEDITOR NEWSTACK openunknown Shortcut Destroy current unlock Receive ROOT INTENT LOAD Media Scanner Connection Client media Connected Completed SCAN completed disconnect scan Encrypt encrypt when clicked param button image link Rounded Image that animated fragment Support Search Worker ASYNC HELPER Async Task Status RUNNING cancel begin Transaction commit SEARCH Symlink symlink ends Crypt CRYPT EXTENSION External Cache Name replace Decrypt decrypt Results launch SFTP please wait LONG Sftp Document History Returns corresponding specific external Ringtone Picker Store Hack From Class Simple Mime Types RINGTONE PICKED pickup intentresult Extension This loads into loaded coming from directory want scroll restored which should opened Loading getting elements bitmap objects type being created search whether view Show dialog scrolls CUSTOM Malformed substring length contains PREFIX Handler CLOUD GOOGLE exit REGEX MATCHES reauthenticate Assigns sort modes defines modified ascending order Values descending Final sortby varies dsort DIRECTORY SORT Resume register Receiver receiver Filter Correct DECRYPT BROADCAST start Pause unregister custom Watching Stop Delete execute Hidden throws continue Modified THUMB Formatter format nomedia exists Execute query Full searching Added Void protected params Collections Sorter Post searchresults Executor THREAD POOL EXECUTOR static activity Detach change drawable root white ","folder correct inflat unregist follow client trace break begin color stream directori linear editor scan static creat stop disconnect imag instanc pickup divid catch pleas switch equal span main multu code reselect copi except grant past visibl hidden bundl abl crypt build light hybrid exist histori intent sync background posit chang default statu get hide replac regist item text read start reload cla bottom load add scroll bitmap substr hole action dark extens compr helper medium extern assign collect finish explor hack header void parent search manag ascend detach transact custom null document para shown format adapt drive layout unlock executor pars pref accent android appear final decor type complet swipe integ global ordin scanner result flag cancel lookup limit sorter delet vari watch continu white simpl come thread remov properti authent contain share observ return call descend invalid modifi bean retain enabl fragment renam store tiptop anim post view lock worker menu time specif argument home click ring exit reg receiv mime file dialog count sort recycl cach toggl commit resum unknown valu filter support current refresh primari check print intu option round tool prefer task creation size multipl contextu formatt base tree correspond list select element connect theme fals provid array slinki launch grid root execut prepar float super restor tablet box subcultur broadcast button prefix length malform updat alway object match context defin method activ string datum child shortcut short link listen overrid extract util scheme index version jelli extra gener throw tone disc boolean titl column pick screen path drawabl destroy handler wait els paus pool bar drop save thi drawer true mode permiss picker thumb send name cloud decrypt protect resourc close queri oogl oper page toast encrypt comput stack parcel width fix public run"
"com.amaze.filemanager.fragments.preference_fragments.PrefFrag","Override public void Create Bundle saved Instance State boolean Preference Click preference static restart final Activity activity null return enter anim android fade exit override Pending Transition finish Intent View Layout Inflater inflater Nullable Group container super list find Pause Preferences List START PREFERENCE Save Resume Parcelable restored Restore ","inflat aim activ view restart exit overrid click finish static creat void instanc null enter resum boolean layout android bundl abl prefer final paus save fade pend intent list transit start contain return super restor parcel public"
"com.amaze.filemanager.fragments.preference_fragments.ColorPref","Override public void Create Bundle saved Instance State super activity Preferences Activity shared Manager Default Shared null load Section reload Listeners else Restore Pause dialog dismiss Deal with button going last fragment instead section boolean Options Item Selected Menu item android home current SECTION switch Sections return true Back Pressed false Click final preference case COLOREDNAV invalidate break Constants PREFERENCE SKIN ACCENT ICON color Change Dialog selectcolorconfig Save ","fragment press deal instead activ break menu constant color listen home overrid click skin creat void instanc manag dialog null switch boolean electrif current option bundl android accent prefer els paus final save dismi icon true chang select default fals item varicolor reload share super load section restor return public invalid button"
"com.amaze.filemanager.fragments.preference_fragments.PreferencesConstants","",""
"com.amaze.filemanager.fragments.preference_fragments.FoldersPref","Override public void Create Bundle saved Instance State super activity Preferences Activity utils Handler Utils data Data From Resource folders prefs shared Prefs Manager Default Shared find Constants PREFERENCE SHORTCUT Click Listener this Books size Path Switch Title Summary position Screen Resume null boolean final preference instanceof switch Last Item Clicked case EDIT load Edit Dialog break DELETE Delete default else equals Count Order return false private disable Button Text path Material dialog Changed Simple Watcher after Editable Action POSITIVE Enabled File Accessible String Empty title length ","folder enabl book length action access materi activ break datum shortcut constant string listen overrid click edit creat util void instanc manag dialog file null count switch resum boolean equal privat titl screen pref path bundl handler prefer final els empti disabl size save thi watcher chang posit default fals delet resourc simpl item summari share super load return text public button"
"com.amaze.filemanager.fragments.preference_fragments.QuickAccessPref","Override public void Create Bundle saved Instance State super Preferences From Resource fastaccess prefs preferences Manager Default Shared Activity current Value Tiny Boolean Array DEFAULT Screen Count Click Listener this boolean Switch Checked return true ","activ fast listen overrid click creat void instanc manag count switch boolean valu current check screen pref bundl prefer acc save thi true default resourc array share tini super return public"
"com.amaze.filemanager.fragments.preference_fragments.AdvancedSearchPref","Override public void Create Bundle saved Instance State super Preferences From Resource advancedsearch prefs ","instanc resourc prefer search save advanc super overrid public creat pref void bundl"
"com.amaze.filemanager.utils.broadcast_receiver.PackageReceiver","public Package Receiver List Loader list this Intent Filter filter ACTION PACKAGE ADDED Action REMOVED CHANGED Data Scheme package Context register sdcard EXTERNAL APPLICATIONS AVAILABLE UNAVAILABLE Override void context intent Content Changed ","unavail action context datum extern overrid avail scheme receiv void filter card loader thi intent chang list regist remov content packag public applic"
"com.amaze.filemanager.utils.glide.CloudIconModelFactory","public Cloud Icon Model Factory Context context this Override Loader String Bitmap build Multi multi return void teardown ","model context tear build thi loader string icon return multu overrid bitmap factori public cloud void"
"com.amaze.filemanager.utils.glide.CloudIconDataFetcher","public Cloud Icon Data Fetcher Context context String path width height this Override void load Priority priority Callback super Bitmap callback input Stream Util Thumbnail Input Factory Options options Width Height drawable decode null Ready cleanup close catch Exception print Stack Trace cancel Null Class return class Source REMOTE ","context trace string datum fetcher height stream remot callback overrid thumbnail util void catch null except print path option drawabl sourc thi icon factori cleanup cancel cloud close readi prioriti cla load super input stack bitmap return width public decod"
"com.amaze.filemanager.utils.glide.CloudIconModelLoader","public Cloud Icon Model Loader Context context this Nullable Override Data Bitmap build String width height Options options return Object System current Time Millis Fetcher boolean handles starts With Handler CLOUD PREFIX DROPBOX GOOGLE DRIVE ","object model context string datum handl time height fetcher overrid mill null boolean drive system current option abl handler drop build loader thi icon cloud oogl start return bitmap box width public prefix"
"com.amaze.filemanager.utils.streams.RandomAccessStream","public Random Access Stream long length this mark Override synchronized void reset move marked Position read Limit throw Illegal Argument Exception argument used please Current boolean Supported return true available Exact throws abstract position ","length random stream reset exact argument overrid avail void mark throw pleas move boolean support current except acc thi true posit limit read synchron return abstract illeg public"
"com.amaze.filemanager.utils.provider.UtilitiesProvider","public Utilities Provider Context context Shared Preferences shared Manager Default color Color Helper Current User Theme return ","manag prefer default user context theme helper share color return current public util provid"
"com.amaze.filemanager.utils.application.LeakCanaryApplication","Override public void Create super ","creat public void super overrid"
"com.amaze.filemanager.utils.application.AppConfig","public Utilities Provider Utils return utils Override void Create super Compat Delegate Vector From Resources Enabled true Background Handler Thread background Instance this start Looper Strict Mode Policy Builder builder Terminate quit Post runnable handler case have restriction execute after executed link Custom Async Callbacks need something execution static Runnable synchronized post compact Task which runs executes whatever passed callbacks Supports class that extends object param array result Params Result Parallel final custom Void protected Execute Object params Executor THREAD POOL EXECUTOR parameters Shows toast message context belonging application show Context String main thread Application Config Image Loader Request Queue null Volley Bitmap Cache Main Activity Null activity Weak Reference screen Screen Nullable ","queue enabl messag object whatev context post pass activ string link restrict looper overrid callback con request static creat util weak void termin instanc imag volley strict runnabl custom fig polici para null cach quit main support paramet executor screen compact abl pool handler task final thi loader refer true mode background sync result parallel protect provid builder resourc array thread extend belong start synchron execut toast cla return super vector bitmap deleg public applic run"
"com.amaze.filemanager.utils.application.GlideApplication","Override public void Create super Glide this Memory Category HIGH ","thi glide categori super overrid public creat memori void"
"com.amaze.filemanager.utils.share.ShareTask","public Share Task Activity context Array List array Theme skin this contextc Override void Post Execute Void target Intents Empty Material Dialog Builder builder title string share theme Adapter adapter null negative Text cancel Color update show else Toast make noappfound LENGTH SHORT ","length updat context post materi activ string neg color short overrid profound skin void dialog null adapt titl task empti els thi intent list cancel theme builder array execut toast share text public target"
"com.amaze.filemanager.utils.share.ShareAdapter","Override public View Holder Create Group parent view Type Layout Inflater from Context inflate layout simplerow false return void Bind holder position render long Item Count items size ","inflat type simpl bind context item size count view row holder return render layout overrid posit public creat fals void parent"
"com.amaze.filemanager.filesystem.compressed.showcontents.helpers.GzipDecompressor","public Gzip Decompressor Context context super Override Compressed Helper Task change Path String path boolean Back Item Async Finished Array List Object Parcelable return file ","compress object context helper string overrid finish file boolean path abl task chang sync list array item zip super return parcel public decompress"
"com.amaze.filemanager.filesystem.compressed.showcontents.helpers.ZipDecompressor","public Decompressor Context context super Override Helper Task change Path String path boolean Back Item Async Finished Array List Compressed Object Parcelable return file ","compress object context helper string overrid finish file boolean path abl task chang sync list array item super return parcel public decompress"
"com.amaze.filemanager.filesystem.compressed.showcontents.helpers.RarDecompressor","public Decompressor Context context super Override Helper Task change Path String path boolean Back Item Async Finished Array List Compressed Object Parcelable return file static convert Name File Header name replace Directory SEPARATOR else ","compress object context helper convert string directori overrid finish static header file separ boolean path abl task els chang sync list name array replac item super return parcel public decompress"
"com.amaze.filemanager.filesystem.compressed.showcontents.helpers.TarDecompressor","public Decompressor Context context super Override Helper Task change Path String path boolean Back Item Async Finished Array List Compressed Object Parcelable return file ","compress object context helper string overrid finish file boolean path abl task chang sync list array item super return parcel public decompress"
"com.amaze.filemanager.filesystem.compressed.showcontents.Decompressor","public Decompressor Context context this void File Path String path file Separator must param with directory does abstract Compressed Helper Task change boolean Back Item Async Finished Array List Object Parcelable somewhere final decompress Intent intent Extract Service class PATH ENTRIES EXTRACT Watcher Util files dirs inside compressed Directories separator ended length real Relative Directory ","length decompr compress object context helper string directori finish extract util void file entri para separ boolean real insid path abl deer task final thi intent watcher chang sync list array item rel servic cla abstract parcel public decompress"
"com.amaze.filemanager.filesystem.compressed.extractcontents.helpers.TarExtractor","public Extractor Context context String file Path output Update listener super ","output updat file context string super listen extractor public path"
"com.amaze.filemanager.filesystem.compressed.extractcontents.helpers.RarExtractor","public Extractor Context context String file Path output Update listener super ","output updat file context string super listen extractor public path"
"com.amaze.filemanager.filesystem.compressed.extractcontents.helpers.GzipExtractor","public Gzip Extractor Context context String file Path output Update listener super ","output updat file context zip string super listen extractor public path"
"com.amaze.filemanager.filesystem.compressed.extractcontents.helpers.ZipExtractor","public Extractor Context context String file Path output Update listener super ","output updat file context string super listen extractor public path"
"com.amaze.filemanager.exceptions.CloudPluginException","",""
"com.amaze.filemanager.exceptions.StreamNotFoundException","public Stream Found Exception super MESSAGE String message Throwable cause ","messag caus throw string stream super found except public abl"
"com.amaze.filemanager.exceptions.ShellNotRunningException","public Shell Running Exception super stopped running ","super shell except public stop run"
"com.amaze.filemanager.adapters.HiddenAdapter","public Hidden Adapter Context context Main Fragment main Shared Preferences shared Array List Hybrid File items Material Dialog material boolean hide this Prefs Override View Holder Create Group parent view Type Layout Inflater System Service Activity LAYOUT INFLATER SERVICE inflate layout bookmarkrow false return void Bind holder position update dialog long Item Count size ","fragment inflat updat context materi view activ overrid creat void parent file dialog count adapt boolean main layout hidden system pref prefer type bind size hybrid thi row holder posit list fals hide array item bookmark servic share return public"
"com.amaze.filemanager.adapters.ColorAdapter","Constructor adapter that handles view creation color chooser dialog preferences param context colors array list values form string views selected Color currently Selected listener when public Adapter Context Integer super layout rowlayout this inflater Layout Inflater System Service LAYOUT INFLATER SERVICE Null Override View final position convert Group parent Checkable Circle null instanceof else grid item false Utils Checked return void Item Click long true ","inflat context convert view handl string color listen overrid click util checkabl parent instanc void dialog constructor null para adapt valu chooser layout system current check prefer final creation els row thi integ true posit list select fals array item grid servic circl super return form public"
"com.amaze.filemanager.adapters.AppsAdapter","public Apps Adapter Context context Themed Activity Utilities Provider utils Preload Model model View Size String size resource List Fragment super themed this void Data Parcelable data clear null Override final position convert Group parent ","fragment context model convert activ view string datum overrid util void parent null adapt abl final size pap thi posit list theme provid resourc reload super parcel public"
"com.amaze.filemanager.adapters.RecyclerAdapter","public Recycler Adapter Preference Activity preference Main Fragment Utilities Provider utils Shared Preferences shared Prefs View recycler Array List Layout Element Parcelable items Context context Stable true this main Inflater System Service LAYOUT INFLATER SERVICE accent Color Accent icon Skin Current Back Utils color goback video audio code archive generic Height Resources Dimension dimen minimal height grey Items false called toggle selection adapter param position image check link Circle Gradient Drawable that animated void Checked Image Digested UNCHECKABLE throw Illegal Argument Exception have checked header stopped Animation CHECKED load null start else Action Mode Support Callback notify Changed invalidate size finish boolean String path equals Boolean PREFERENCE SHOW GOBACK BUTTON when would want selected elem return Integer Index Override Detached From Window Holder holder instanceof clear Title Selected super Attached marquee After Delay Failed Adds list unless dynamically loading after finished must create Headers LIST EMPTY LAST ITEM Inserted Count array Icon Data uris headers next Directory TYPE HEADER FOLDERS continue title FILES long Type special Create Group parent view switch case inflate layout grid type Special rowlayout VIEW GENERIC find PICTURE picture griditem THUMB thumb close Addition total margin Minimum Empty default Bind final vholder Correct Position filetype Icons VIDEO IMAGE CIRCULAR IMAGES FROMFILE ","folder window correct inflat color directori unl skin stop delay creat imag instanc rey switch equal main code except abl notifi bind video icon chang posit marque dynam margin default dimens item start load add action finish addit header void parent archiv detach null para adapt layout system pref accent empti final type integ uncheck audio elem continu share circl return illeg call invalid fragment anim view argument fail gradient file circular count recycl toggl support current minimum check prefer size holder list select element fals provid array grid super button dime pictur context activ string link datum height stabl callback overrid digest util special attach gener throw boolean titl insert path drawabl els total thi minim row thumb true mode resourc close servic parcel index public"
"com.amaze.filemanager.adapters.CompressedExplorerAdapter","public Compressed Explorer Adapter Context Utilities Provider utils List Object Parcelable items Fragment compressed Decompressor decompressor Stable true this Checked boolean size context null return folder Resources Drawable drawable grid Inflater Layout System Service Activity LAYOUT INFLATER SERVICE void toggle check notify Item Changed Array Integer Positions checked length generate array offset stopped Animation false Data Override long position View Type Header TYPE HEADER ITEM Holder Create Group parent view inflate layout rowlayout find picture icon Visibility INVISIBLE else Image Button about properties throw Illegal State Exception Bind final holder Count Detached From Window super Attached clear Title Selected Utils marquee After Delay Failed Recycle ","fragment folder length inflat pictur compress object context window anim activ view datum stabl overrid fail explor util stop void header creat parent imag detach attach gener throw null count recycl toggl adapt boolean titl layout system except check offset visibl invis abl drawabl els type notifi bind size final thi row icon integ holder true chang posit marque list select fals provid resourc array item delay grid properti servic return super illeg parcel public decompress button"
"com.amaze.filemanager.adapters.holders.ItemViewHolder","public Item View Holder view super Title find firstline picture Icon icon second perm permis date Desc Line generic Text generictext image thumb about properties check Image Grid grid Layout frame ","pictur line item gener properti grid perm view disc check icon holder super titl thumb date layout frame text public imag"
"com.amaze.filemanager.adapters.holders.HiddenViewHolder","public Hidden View Holder view super Title find text image delete button Desc bookmarkrow ","view disc bookmark row holder super titl hidden text public button delet imag"
"com.amaze.filemanager.adapters.holders.AppHolder","public Holder View view super Title find firstline Icon icon second Desc date about properties Visibility VISIBLE ","line properti view disc icon holder titl super date public visibl"
"com.amaze.filemanager.adapters.holders.CompressedItemViewHolder","public Compressed Item View Holder view super Title find firstline picture Icon icon generic second perm permis date Desc Line check Image ","pictur line compress item gener perm view disc check icon holder super titl date public imag"
"com.amaze.filemanager.adapters.holders.SpecialViewHolder","public Special View Holder Context view Utilities Provider utils type super this Title find switch case HEADER FILES Text string files break FOLDERS folders default throw Illegal State Exception Theme equals LIGHT Color Utils color light else dark ","folder dark context view string break color util header special file throw switch equal titl except els type light thi holder default theme provid super illeg text public"
"com.amaze.filemanager.adapters.holders.EmptyViewHolder","public Empty View Holder view super ","holder empti public view super"
"com.amaze.filemanager.adapters.holders.DonationViewHolder","public Donation View Holder item super ROOT VIEW find adapter donation root TITLE title SUMMARY summary PRICE price ","price item summari view root adapt holder super donat titl public"
"com.amaze.filemanager.adapters.glide.RecyclerPreloadSizeProvider","public Recycler Preload Size Provider Callback callback Adds views that used image inside already inserted will ignored performance should link close Addition once done param unique number each loaded this object ciew void View Calls Closed true Nullable Override Icon Data Parcelable item adapter Position Item return Sizes Correct null ","correct sew object view link datum callback overrid addit void imag perform null recycl para adapt uniqu insid insert abl size thi icon true posit provid close item ignor reload add load return call parcel public"
"com.amaze.filemanager.adapters.glide.RecyclerPreloadModelProvider","public Recycler Preload Model Provider Null Fragment fragment List Icon Data Parcelable uris Load request Glide with Drawable center Crop Override Items position icon null return Collections empty singleton Nullable Request Builder type IMAGE FROMFILE path else FROMCLOUD disk Cache Strategy Disk NONE image ","fragment model datum request overrid singleton collect imag file null cach recycl disk path drawabl abl empti els type icon posit none list center cloud provid builder item crop reload glide load return parcel strategi public"
"com.amaze.filemanager.adapters.glide.AppsAdapterPreloadModel","public Apps Adapter Preload Model Fragment request Glide with Drawable Center void Item List String items this Null Override Items position null return Collections empty else singleton Nullable Request Builder clone Image View into ","fragment model view string request overrid singleton collect void imag null adapt drawabl abl empti els pap thi posit list center builder item clone reload glide return public"
"com.amaze.filemanager.adapters.glide.apkimage.ApkImageModelLoader","public Image Model Loader Package Manager package this Nullable Override Data Drawable build String width height Options options return Object Fetcher boolean handles substring length Lower Case equals ","length object model string datum handl fetcher height overrid imag manag null boolean equal option abl drawabl build loader thi lower return packag width public substr"
"com.amaze.filemanager.adapters.glide.apkimage.ApkImageDataFetcher","public Image Data Fetcher Package Manager package String model this Override void load Priority priority Callback super Drawable callback Info Archive application source Source Ready Icon cleanup cancel Null Class return class LOCAL ","model string datum fetcher callback overrid void imag archiv manag null sourc drawabl thi icon cleanup cancel readi prioriti cla load super packag public return local info applic"
"com.amaze.filemanager.adapters.glide.apkimage.ApkImageModelLoaderFactory","public Image Model Loader Factory Package Manager package this Override String Drawable build Multi multi return void teardown ","manag model tear build loader thi string return packag multu overrid factori drawabl public void imag"
"com.amaze.filemanager.adapters.data.AppDataParcelable","public Data Parcelable String label path package Name data file Size long size last Modification this Override describe Contents return void write parcel Long create From Array ","array file write size thi string label datum describ content return packag modif parcel overrid name public creat path void abl"
"com.amaze.filemanager.adapters.data.CompressedObjectParcelable","public Compressed Object Parcelable String path long date size boolean directory this type TYPE NORMAL name Name Path filetype Icons Type File icon Data IMAGE load Mime GOBACK instance true null Override describe Contents return void write Long create From Array ","compress object string datum directori overrid creat normal imag instanc void mime file null boolean path abl type write size thi icon true date name array describ content load return parcel public"
"com.amaze.filemanager.adapters.data.IconDataParcelable","public Icon Data Parcelable type Drawable IMAGE FROMFILE throw Illegal Argument Exception this image loading Image path null String Images boolean Broken return void Override describe Contents write parcel read create From Array size ","string datum argument overrid creat void imag file throw null boolean broken except path drawabl abl type write size thi icon array read describ content load return illeg parcel public"
